"ID";"SectorBranchesSIC2008";"Periods";"Employee_1";"EmployedPerson_2";"Employee_3";"EmployedPerson_4";"Total_5";"NetTurnover_6";"OtherRevenues_7";"Total_8";"Total_9";"Total_10";"InitialStockOfRawAndAuxiliaryMater_11";"PurchasedRawAndAuxiliaryMaterials_12";"ClosingStockRawAndAuxiliaryMat_13";"Total_14";"InitialStockOfCommodities_15";"PurchasedCommodities_16";"ClosingStockOfCommodities_17";"PaymentsToSubcontractors_18";"PurchaseValueNotElsewhereClassified_19";"Total_20";"GrossWagesAndSalaries_21";"Total_22";"EmployerPaidSocialInsurancePremiums_23";"OtherSocialInsuranceCosts_24";"PensionAndEarlyRetirementPremiums_25";"OtherPersonnelCosts_26";"Total_27";"CostsOfEnergyUse_28";"HousingCosts_29";"EquipmentAndInventoryCosts_30";"TransportCosts_31";"SalesCosts_32";"CommunicationCosts_33";"CostsOfOtherServices_34";"OtherLiabilities_35";"DepreciationFixedAssets_36";"OperatingResults_37";"NetFinancialIncome_38";"BalanceOfProvisions_39";"NetExtraordinaryIncome_40";"PreTaxResults_41"
"370";"311900";"2015JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"371";"311900";"2016JJ00";"     4.2";"     5.0";"     3.9";"     4.7";"    3285";"    3235";"      50";"    2635";"    1070";"     855";"      35";"     853";"      33";"     203";"      11";"     202";"      11";"      12";"       1";"     348";"     230";"      28";"      26";"       2";"      30";"      61";"    1082";"      31";"      76";"      43";"      16";"     287";"       3";"      50";"     576";"     135";"     650";"       2";"      -4";"    -116";"     532"
"372";"311900";"2017JJ00";"     4.7";"     5.9";"     4.2";"     5.1";"    3403";"    3364";"      40";"    2851";"    1168";"     888";"      34";"     893";"      39";"     246";"      10";"     247";"      11";"      33";"       1";"     402";"     256";"      31";"      28";"       2";"      26";"      90";"    1132";"      29";"      75";"      49";"      15";"     315";"       3";"      57";"     590";"     150";"     552";"     -21";"      -3";"       7";"     535"
"373";"311900";"2018JJ00";"     5.5";"     6.7";"     5.0";"     5.8";"    3419";"    3350";"      69";"    3096";"    1345";"    1072";"      28";"    1088";"      43";"     252";"      11";"     253";"      12";"      18";"       3";"     488";"     314";"      43";"      40";"       3";"      41";"      89";"    1102";"      35";"      75";"      53";"      18";"     201";"       4";"     124";"     592";"     162";"     323";"     -24";"      -8";"      -2";"     290"
"374";"311900";"2019JJ00";"     5.8";"     6.7";"     5.3";"     6.1";"    3418";"    3352";"      65";"    3169";"    1409";"    1107";"      41";"    1115";"      48";"     284";"      14";"     285";"      15";"      14";"       4";"     511";"     334";"      49";"      38";"      11";"      48";"      79";"    1038";"      39";"      35";"      53";"      12";"     210";"       6";"     139";"     544";"     212";"     249";"     -15";"       2";"       5";"     241"
"375";"311900";"2020JJ00";"     5.8";"     7.1";"     5.2";"     6.1";"    2941";"    2853";"      88";"    2882";"    1341";"    1092";"      56";"    1077";"      41";"     234";"      12";"     232";"      10";"      13";"       3";"     493";"     337";"      47";"      37";"      10";"      48";"      61";"     839";"      37";"      44";"      43";"      12";"     159";"       3";"     114";"     427";"     210";"      59";"     -12";"    -229";"       8";"    -174"
"376";"311900";"2021JJ00";"     5.7";"     6.9";"     5.3";"     6.2";"    3047";"    2971";"      76";"    2839";"    1288";"    1042";"      43";"    1043";"      44";"     226";"      11";"     226";"      11";"      12";"       8";"     499";"     336";"      49";"       .";"       .";"      57";"      57";"     835";"      37";"      47";"      35";"       8";"     155";"       3";"     107";"     443";"     217";"     208";"     -13";"       2";"       1";"     198"
"377";"312100";"2009JJ00";"     2.0";"     2.3";"     1.9";"     2.1";"    1337";"    1335";"       2";"    1215";"     763";"     616";"      21";"     615";"      21";"     135";"       9";"     127";"       1";"      13";"       0";"     138";"      95";"      13";"      11";"       1";"       8";"      23";"     270";"      15";"      15";"      41";"       8";"      49";"       2";"      23";"     116";"      43";"     122";"      -6";"       2";"       0";"     118"
"378";"312100";"2010JJ00";"     2.1";"     2.4";"     2.0";"     2.2";"    1395";"    1388";"       7";"    1242";"     785";"     682";"      27";"     683";"      28";"      88";"       9";"      93";"      14";"      15";"       0";"     151";"     102";"      15";"      14";"       1";"      10";"      24";"     274";"      12";"      14";"      41";"       9";"      48";"       2";"      37";"     112";"      32";"     154";"      -6";"      -1";"      -1";"     146"
"379";"312100";"2011JJ00";"     2.1";"     2.4";"     2.0";"     2.2";"    1467";"    1461";"       6";"    1308";"     828";"     721";"      27";"     724";"      30";"      94";"      14";"      93";"      13";"      13";"       0";"     152";"     103";"      15";"      13";"       1";"      10";"      26";"     295";"      12";"      12";"      39";"       8";"      43";"       2";"      39";"     141";"      32";"     159";"      -5";"       0";"       0";"     154"
"380";"312100";"2012JJ00";"     2.0";"     2.4";"     2.0";"     2.3";"    1481";"    1468";"      13";"    1339";"     839";"     759";"      30";"     760";"      31";"      63";"      13";"      62";"      12";"      17";"       0";"     156";"     105";"      16";"      15";"       1";"       9";"      25";"     311";"      13";"      14";"      41";"      10";"      36";"       2";"      43";"     152";"      33";"     142";"      -5";"       0";"       1";"     138"
"381";"312100";"2013JJ00";"     2.0";"     2.3";"     1.9";"     2.3";"    1455";"    1440";"      15";"    1309";"     815";"     755";"      31";"     752";"      28";"      37";"       0";"      48";"      11";"      23";"       0";"     157";"     107";"      17";"      16";"       2";"      10";"      23";"     306";"      14";"      18";"      43";"       9";"      36";"       2";"      35";"     150";"      31";"     146";"      -3";"       0";"       1";"     143"
"382";"312100";"2014JJ00";"     2.0";"     2.5";"     1.9";"     2.3";"    1372";"    1369";"       4";"    1238";"     754";"     693";"      26";"     693";"      27";"      44";"       0";"      44";"       0";"      17";"       0";"     160";"     106";"      17";"      15";"       2";"      11";"      27";"     289";"      13";"      13";"      42";"       8";"      42";"       2";"      29";"     141";"      35";"     134";"      -5";"       1";"      -1";"     129"
"383";"312100";"2015JJ00";"     2.0";"     2.5";"     1.9";"     2.3";"    1410";"    1410";"       0";"    1278";"     751";"     655";"      28";"     653";"      26";"      77";"       5";"      78";"       7";"      19";"       0";"     160";"     103";"      16";"      14";"       2";"      13";"      28";"     335";"      11";"      11";"      29";"       9";"      53";"       1";"      16";"     206";"      32";"     131";"      -2";"       0";"       0";"     129"
"384";"312100";"2016JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"385";"312100";"2017JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"386";"312100";"2018JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"387";"312100";"2019JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"388";"312100";"2020JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"389";"312100";"2021JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"390";"312200";"2009JJ00";"     3.0";"     3.3";"     2.9";"     3.1";"    4385";"    4380";"       4";"    2984";"     847";"     768";"     191";"     761";"     184";"      22";"       2";"      22";"       2";"      56";"       0";"     223";"     151";"      24";"      23";"       0";"      22";"      26";"    1854";"      25";"      14";"      45";"       9";"      91";"       1";"      15";"    1655";"      60";"    1401";"      -8";"      -1";"   -1150";"     241"
"391";"312200";"2010JJ00";"     3.0";"     3.2";"     2.8";"     3.0";"    3153";"    3159";"      -6";"    2889";"     391";"     257";"     183";"     274";"     201";"      75";"       9";"      72";"       6";"      59";"       0";"     235";"     171";"      20";"      20";"       0";"      21";"      23";"    2206";"      20";"      13";"      44";"       8";"      81";"       1";"      12";"    2028";"      57";"     264";"       2";"      -1";"      -1";"     264"
"392";"312200";"2011JJ00";"     2.8";"     3.0";"     2.7";"     2.9";"    3279";"    3276";"       4";"    3034";"     442";"     335";"     200";"     340";"     205";"      32";"       9";"      31";"       8";"      75";"       0";"     233";"     167";"      21";"      20";"       0";"      22";"      24";"    2295";"      19";"      13";"      44";"       9";"      63";"       2";"      17";"    2129";"      63";"     246";"       2";"      -1";"      -2";"     245"
"393";"312200";"2012JJ00";"     2.8";"     3.0";"     2.6";"     2.8";"    2549";"    2526";"      23";"    2253";"     410";"     320";"     209";"     270";"     159";"      23";"       8";"      22";"       7";"      67";"       0";"     233";"     160";"      21";"      21";"       0";"      28";"      23";"    1549";"      15";"      13";"      39";"      11";"      70";"       2";"      11";"    1390";"      61";"     296";"       3";"       0";"      -1";"     299"
"394";"312200";"2013JJ00";"     2.7";"     2.9";"     2.5";"     2.8";"    2007";"    1985";"      21";"    1752";"     347";"     245";"     150";"     270";"     175";"      30";"       9";"      23";"       2";"      72";"       0";"     243";"     154";"      20";"      20";"       0";"      48";"      20";"    1098";"      16";"      11";"      40";"       9";"      74";"       2";"      10";"     936";"      64";"     255";"       3";"       0";"       1";"     258"
"395";"312200";"2014JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"396";"312200";"2015JJ00";"     1.3";"     1.4";"     1.1";"     1.2";"     895";"     900";"      -5";"     755";"     311";"     233";"     188";"     228";"     182";"      11";"       0";"      13";"       2";"      67";"       0";"      92";"      63";"      10";"      10";"       0";"       9";"      10";"     315";"       6";"       4";"      14";"       2";"      96";"       1";"       8";"     183";"      37";"     140";"      -1";"      -6";"     -11";"     122"
"397";"312200";"2016JJ00";"     1.2";"     1.3";"     1.1";"     1.2";"     894";"     889";"       4";"     801";"     351";"     266";"     164";"     252";"     150";"      12";"       2";"      12";"       3";"      73";"       0";"      93";"      64";"      10";"      10";"       0";"       6";"      14";"     328";"       5";"       5";"      19";"       2";"      94";"       1";"       7";"     195";"      29";"      93";"      -1";"       0";"     -14";"      78"
"398";"312200";"2017JJ00";"     1.1";"     1.3";"     1.0";"     1.2";"     914";"     890";"      24";"     799";"     384";"     292";"     150";"     273";"     131";"      18";"       3";"      16";"       1";"      74";"       0";"      93";"      61";"      10";"      10";"       0";"       8";"      15";"     288";"       5";"       6";"      18";"       2";"      58";"       1";"       8";"     190";"      34";"     116";"      -1";"       0";"      54";"     170"
"399";"312200";"2018JJ00";"     1.1";"     1.3";"     1.0";"     1.2";"     880";"     875";"       5";"     759";"     324";"     249";"     131";"     233";"     115";"       6";"       1";"       6";"       2";"      70";"       0";"      93";"      62";"      11";"      10";"       0";"       8";"      14";"     312";"       6";"       6";"      12";"       2";"      51";"       1";"       7";"     226";"      30";"     121";"      -1";"       0";"     -12";"     109"
"400";"312200";"2019JJ00";"     1.1";"     1.2";"     1.0";"     1.1";"     847";"     849";"      -2";"     699";"     286";"     209";"     115";"     217";"     123";"       9";"       2";"       8";"       1";"      67";"       0";"      90";"      61";"      11";"      11";"       0";"       9";"      10";"     294";"       6";"       6";"      10";"       2";"      51";"       1";"       7";"     212";"      29";"     148";"      -1";"       0";"     -23";"     124"
"401";"312200";"2020JJ00";"     1.0";"     1.1";"     0.9";"     1.0";"     923";"     936";"     -13";"     754";"     300";"     206";"     123";"     191";"     108";"       9";"       1";"       9";"       1";"      86";"       0";"      99";"      71";"       9";"       9";"       0";"       8";"      10";"     324";"       6";"       6";"       9";"       1";"      53";"       0";"       6";"     243";"      32";"     169";"      -1";"      -2";"     -20";"     147"
"402";"312200";"2021JJ00";"     0.9";"     1.0";"     0.9";"     1.0";"     903";"     917";"     -14";"     786";"     286";"     174";"     108";"     161";"      94";"       9";"       1";"       9";"       1";"     102";"       0";"      87";"      61";"       7";"       .";"       .";"      10";"       9";"     374";"      10";"       6";"       8";"       1";"      58";"       0";"       6";"     286";"      40";"     117";"      -1";"       1";"      31";"     148"
"403";"312500";"2009JJ00";"    11.7";"    13.1";"    10.0";"    11.1";"    2271";"    2284";"     -14";"    2191";"    1213";"     986";"     206";"     947";"     168";"     138";"      31";"     135";"      27";"      79";"      11";"     512";"     379";"      55";"      49";"       6";"      34";"      44";"     391";"      55";"      59";"      47";"      17";"      64";"       7";"      63";"      79";"      74";"      80";"     -18";"       0";"       2";"      64"
"404";"312500";"2010JJ00";"    12.4";"    14.1";"    10.3";"    11.6";"    2525";"    2500";"      25";"    2325";"    1320";"    1085";"     174";"    1104";"     193";"     141";"      27";"     142";"      28";"      78";"      16";"     533";"     379";"      53";"      49";"       3";"      35";"      66";"     399";"      54";"      68";"      39";"      18";"      78";"       8";"      50";"      85";"      73";"     200";"     -10";"      -4";"      -3";"     183"
"405";"312500";"2011JJ00";"    12.6";"    14.5";"    10.6";"    12.2";"    2820";"    2789";"      32";"    2557";"    1501";"    1225";"     175";"    1240";"     191";"     203";"      32";"     215";"      44";"      56";"      17";"     567";"     403";"      59";"      55";"       4";"      40";"      65";"     413";"      52";"      72";"      53";"      20";"      83";"       8";"      54";"      72";"      76";"     263";"     -27";"       2";"      -3";"     235"
"406";"312500";"2012JJ00";"    11.7";"    13.7";"    10.0";"    11.6";"    2720";"    2680";"      40";"    2491";"    1416";"    1129";"     175";"    1113";"     159";"     225";"      42";"     228";"      46";"      59";"       4";"     573";"     394";"      59";"      54";"       5";"      36";"      84";"     433";"      51";"      67";"      49";"      18";"      81";"       7";"      60";"      99";"      70";"     228";"     -26";"      -1";"       3";"     204"
"407";"312500";"2013JJ00";"    11.5";"    13.3";"    10.0";"    11.6";"    2678";"    2659";"      19";"    2464";"    1415";"    1132";"     217";"    1138";"     223";"     174";"      35";"     173";"      34";"     106";"       3";"     562";"     402";"      61";"      57";"       4";"      38";"      60";"     414";"      55";"      73";"      50";"      20";"      82";"       7";"      61";"      65";"      74";"     214";"     -21";"      -1";"       4";"     195"
"408";"312500";"2014JJ00";"    11.6";"    13.4";"     9.9";"    11.4";"    2749";"    2718";"      31";"    2506";"    1448";"    1226";"     173";"    1222";"     169";"     155";"      23";"     155";"      23";"      60";"       6";"     558";"     393";"      64";"      60";"       3";"      39";"      62";"     431";"      50";"      78";"      48";"      18";"      84";"       6";"      62";"      85";"      70";"     243";"     -15";"      -2";"       6";"     232"
"409";"312500";"2015JJ00";"    11.8";"    14.0";"    10.2";"    12.1";"    2848";"    2841";"       7";"    2582";"    1545";"    1313";"     205";"    1311";"     202";"     161";"      10";"     171";"      19";"      62";"       8";"     597";"     414";"      62";"      58";"       4";"      40";"      82";"     372";"      45";"      62";"      47";"      17";"      66";"       6";"      59";"      71";"      68";"     266";"     -36";"     -24";"     -27";"     180"
"410";"312500";"2016JJ00";"    11.2";"    13.1";"    10.0";"    11.6";"    2771";"    2752";"      18";"    2487";"    1474";"    1324";"     197";"    1299";"     172";"      84";"       6";"      84";"       7";"      66";"       0";"     562";"     395";"      63";"      60";"       4";"      35";"      70";"     388";"      41";"      66";"      53";"      16";"      69";"       5";"      57";"      82";"      63";"     283";"     -18";"     -12";"      -1";"     253"
"411";"312500";"2017JJ00";"    11.6";"    13.7";"    10.4";"    12.3";"    3075";"    3041";"      34";"    2782";"    1632";"    1375";"     259";"    1334";"     219";"     187";"      35";"     187";"      34";"      70";"       1";"     633";"     447";"      69";"      66";"       3";"      37";"      80";"     435";"      47";"      72";"      54";"      20";"      76";"       7";"      72";"      88";"      82";"     292";"      20";"      -3";"       5";"     314"
"412";"312500";"2018JJ00";"    12.8";"    15.0";"    11.4";"    13.2";"    3377";"    3332";"      45";"    3109";"    1832";"    1505";"     221";"    1463";"     179";"     227";"      37";"     232";"      42";"      98";"       1";"     705";"     493";"      78";"      75";"       4";"      41";"      93";"     490";"      50";"      80";"      57";"      21";"      92";"       6";"      87";"      98";"      82";"     268";"     -11";"      -5";"       1";"     254"
"413";"312500";"2019JJ00";"    12.3";"    14.6";"    10.8";"    12.9";"    3248";"    3195";"      53";"    3057";"    1742";"    1421";"     219";"    1428";"     226";"     235";"      40";"     235";"      41";"      86";"       1";"     715";"     494";"      79";"      76";"       2";"      45";"      98";"     513";"      52";"      94";"      58";"      18";"      89";"       5";"      89";"     109";"      88";"     190";"     -15";"      -4";"      -5";"     166"
"414";"312500";"2020JJ00";"    12.4";"    14.4";"    11.0";"    12.7";"    3084";"    3073";"      11";"    2863";"    1596";"    1332";"     234";"    1327";"     229";"     200";"      39";"     203";"      43";"      62";"       1";"     695";"     493";"      81";"      78";"       3";"      44";"      77";"     472";"      41";"      84";"      59";"      20";"      78";"       6";"      90";"      95";"     100";"     221";"     -21";"      -8";"     -16";"     176"
"415";"312500";"2021JJ00";"    12.5";"    15.2";"    11.1";"    13.3";"    3587";"    3508";"      80";"    3213";"    1903";"    1572";"     222";"    1607";"     258";"     264";"      48";"     279";"      63";"      58";"      10";"     717";"     504";"      76";"       .";"       .";"      49";"      88";"     493";"      53";"      88";"      63";"      15";"      75";"       6";"      80";"     112";"     100";"     374";"     -29";"      -5";"      -5";"     336"
"416";"312505";"2009JJ00";"    16.1";"    18.7";"    13.6";"    15.4";"    2961";"    2969";"      -8";"    2834";"    1570";"    1202";"     279";"    1158";"     235";"     241";"      71";"     252";"      82";"     116";"      11";"     668";"     498";"      70";"      63";"       7";"      44";"      56";"     505";"      66";"      82";"      53";"      24";"      85";"      12";"      79";"     106";"      91";"     127";"     -23";"       1";"      -2";"     104"
"417";"312505";"2010JJ00";"    17.2";"    20.3";"    14.0";"    16.4";"    3410";"    3378";"      32";"    3140";"    1794";"    1371";"     394";"    1384";"     406";"     285";"      68";"     284";"      67";"     119";"      18";"     705";"     505";"      70";"      66";"       4";"      46";"      85";"     545";"      63";"      91";"      43";"      26";"     113";"      12";"      65";"     131";"      96";"     271";"     -16";"      -5";"     -11";"     239"
"418";"312505";"2011JJ00";"    17.0";"    19.9";"    13.9";"    16.3";"    3717";"    3677";"      40";"    3381";"    2003";"    1556";"     229";"    1566";"     239";"     330";"      68";"     349";"      87";"      97";"      20";"     732";"     526";"      76";"      71";"       5";"      51";"      79";"     550";"      61";"      98";"      57";"      28";"     118";"      13";"      68";"     107";"      96";"     336";"     -30";"       1";"      -1";"     305"
"419";"312505";"2012JJ00";"    15.8";"    18.8";"    13.0";"    15.5";"    3627";"    3585";"      42";"    3327";"    1942";"    1419";"     215";"    1401";"     198";"     419";"      77";"     423";"      81";"      98";"       6";"     728";"     512";"      76";"      71";"       6";"      47";"      93";"     569";"      58";"      87";"      53";"      26";"     110";"      13";"      74";"     149";"      88";"     300";"     -37";"      -1";"       4";"     266"
"420";"312505";"2013JJ00";"    15.6";"    18.7";"    13.1";"    15.5";"    3629";"    3607";"      22";"    3320";"    1986";"    1450";"     250";"    1460";"     259";"     390";"      66";"     394";"      70";"     142";"       4";"     710";"     515";"      77";"      72";"       4";"      48";"      71";"     533";"      62";"      91";"      55";"      29";"     115";"      11";"      77";"      94";"      91";"     310";"     -29";"      -1";"       4";"     283"
"421";"312505";"2014JJ00";"    15.8";"    18.5";"    13.2";"    15.4";"    3715";"    3677";"      38";"    3397";"    2036";"    1565";"     211";"    1562";"     209";"     366";"      56";"     373";"      62";"      98";"       8";"     714";"     508";"      81";"      77";"       4";"      48";"      78";"     558";"      56";"      98";"      53";"      27";"     114";"      11";"      79";"     120";"      88";"     318";"     -19";"      -2";"       4";"     301"
"422";"312505";"2015JJ00";"    15.5";"    18.7";"    13.2";"    15.8";"    3748";"    3739";"       9";"    3417";"    2102";"    1650";"     257";"    1647";"     254";"     352";"      38";"     364";"      50";"      91";"       9";"     747";"     524";"      78";"      73";"       5";"      47";"      98";"     483";"      50";"      79";"      51";"      26";"      95";"      10";"      76";"      96";"      85";"     331";"     -39";"     -25";"     -27";"     240"
"423";"312505";"2016JJ00";"    14.9";"    17.9";"    13.0";"    15.5";"    3689";"    3671";"      19";"    3345";"    2022";"    1711";"     245";"    1684";"     218";"     197";"      31";"     196";"      31";"     114";"       1";"     716";"     507";"      81";"      77";"       4";"      43";"      85";"     522";"      48";"      87";"      59";"      23";"     102";"       9";"      74";"     120";"      84";"     345";"     -22";"     -13";"       4";"     314"
"424";"312505";"2017JJ00";"    15.5";"    18.7";"    13.7";"    16.5";"    4058";"    4011";"      47";"    3659";"    2189";"    1778";"     306";"    1735";"     263";"     306";"      63";"     314";"      72";"     106";"       1";"     795";"     564";"      87";"      82";"       4";"      46";"      99";"     577";"      53";"      92";"      60";"      27";"     113";"      11";"      94";"     128";"      98";"     398";"      15";"      -3";"       6";"     416"
"425";"312505";"2018JJ00";"    16.8";"    20.3";"    14.5";"    17.5";"    4385";"    4337";"      48";"    4051";"    2448";"    1908";"     276";"    1871";"     239";"     418";"      71";"     428";"      81";"     121";"       1";"     860";"     604";"      97";"      93";"       4";"      50";"     109";"     635";"      56";"     103";"      62";"      28";"     132";"      10";"     108";"     137";"     108";"     334";"      16";"      -4";"       1";"     347"
"426";"312505";"2019JJ00";"    16.5";"    20.2";"    14.3";"    17.5";"    4261";"    4188";"      74";"    3972";"    2291";"    1878";"     292";"    1885";"     299";"     307";"      60";"     305";"      59";"     105";"       1";"     899";"     628";"     100";"      97";"       3";"      55";"     117";"     665";"      58";"     114";"      68";"      24";"     130";"       9";"     119";"     145";"     116";"     289";"     -18";"      -4";"      -8";"     259"
"427";"312505";"2020JJ00";"    15.9";"    19.0";"    13.9";"    16.6";"    3911";"    3890";"      21";"    3643";"    2067";"    1644";"     283";"    1640";"     279";"     340";"      89";"     355";"     104";"      82";"       1";"     847";"     599";"     100";"      96";"       4";"      53";"      96";"     608";"      47";"     109";"      65";"      26";"     114";"      10";"     111";"     126";"     121";"     268";"     -25";"      -8";"     -16";"     220"
"428";"312505";"2021JJ00";"    16.6";"    20.3";"    14.7";"    17.7";"    4600";"    4501";"      99";"    4114";"    2433";"    1988";"     281";"    2025";"     317";"     328";"      79";"     348";"      99";"     108";"      10";"     906";"     634";"      99";"       .";"       .";"      59";"     114";"     654";"      61";"     110";"      67";"      22";"     105";"      11";"     114";"     165";"     121";"     486";"     -32";"      -5";"       0";"     449"
"429";"313200";"2009JJ00";"     8.7";"     9.8";"     7.4";"     8.1";"    1772";"    1781";"      -9";"    1710";"     985";"     795";"     147";"     768";"     119";"     108";"      27";"     106";"      25";"      72";"      10";"     374";"     280";"      40";"      36";"       4";"      23";"      31";"     298";"      36";"      45";"      36";"      15";"      50";"       6";"      52";"      58";"      53";"      62";"     -12";"       2";"       2";"      54"
"430";"313200";"2010JJ00";"     9.6";"    10.9";"     7.8";"     8.7";"    1993";"    1980";"      13";"    1821";"    1077";"     889";"     135";"     902";"     148";"     103";"      24";"     104";"      26";"      70";"      15";"     395";"     282";"      39";"      36";"       3";"      25";"      50";"     293";"      33";"      51";"      27";"      15";"      66";"       6";"      35";"      61";"      56";"     172";"      -5";"      -2";"       1";"     166"
"431";"313200";"2011JJ00";"     9.5";"    10.9";"     7.9";"     9.1";"    2216";"    2196";"      19";"    1998";"    1219";"    1017";"     144";"    1024";"     151";"     139";"      27";"     149";"      37";"      47";"      16";"     415";"     300";"      44";"      40";"       4";"      29";"      43";"     308";"      35";"      50";"      40";"      17";"      66";"       6";"      41";"      54";"      55";"     217";"     -13";"       2";"      -4";"     203"
"432";"313200";"2012JJ00";"     8.7";"    10.2";"     7.3";"     8.4";"    2122";"    2092";"      30";"    1924";"    1155";"     920";"     139";"     903";"     122";"     184";"      38";"     186";"      40";"      48";"       4";"     403";"     282";"      41";"      38";"       3";"      21";"      59";"     319";"      32";"      46";"      33";"      15";"      65";"       5";"      43";"      81";"      46";"     198";"     -10";"       1";"      -5";"     184"
"433";"313200";"2013JJ00";"     8.6";"     9.9";"     7.3";"     8.4";"    2080";"    2068";"      12";"    1889";"    1151";"     926";"     185";"     929";"     188";"     126";"      27";"     123";"      25";"      97";"       2";"     396";"     288";"      44";"      41";"       3";"      25";"      39";"     291";"      34";"      53";"      34";"      16";"      60";"       5";"      43";"      46";"      52";"     191";"      -9";"      -1";"      -1";"     182"
"434";"313200";"2014JJ00";"     8.7";"     9.9";"     7.4";"     8.3";"    2135";"    2112";"      23";"    1915";"    1164";"    1004";"     133";"    1003";"     132";"     107";"      15";"     107";"      15";"      48";"       6";"     394";"     284";"      46";"      44";"       3";"      25";"      38";"     312";"      30";"      60";"      32";"      15";"      62";"       5";"      44";"      66";"      46";"     220";"      -5";"      -1";"       4";"     218"
"435";"313200";"2015JJ00";"     8.9";"    10.5";"     7.6";"     8.9";"    2240";"    2237";"       3";"    2007";"    1266";"    1084";"     139";"    1084";"     138";"     121";"      10";"     131";"      19";"      53";"       8";"     431";"     301";"      44";"      41";"       3";"      29";"      56";"     262";"      29";"      42";"      30";"      13";"      50";"       5";"      43";"      50";"      48";"     233";"     -23";"      -6";"       0";"     205"
"436";"313200";"2016JJ00";"     8.6";"    10.1";"     7.6";"     8.9";"    2235";"    2212";"      23";"    1979";"    1232";"    1117";"     159";"    1089";"     131";"      60";"       6";"      61";"       7";"      54";"       0";"     415";"     291";"      45";"      43";"       3";"      24";"      54";"     291";"      28";"      46";"      39";"      13";"      53";"       4";"      40";"      68";"      41";"     256";"      -6";"      -5";"       1";"     246"
"437";"313200";"2017JJ00";"     8.9";"    10.7";"     7.9";"     9.4";"    2517";"    2475";"      42";"    2262";"    1371";"    1171";"     220";"    1136";"     186";"     143";"      32";"     142";"      31";"      58";"       0";"     484";"     342";"      52";"      50";"       2";"      27";"      63";"     347";"      32";"      53";"      40";"      17";"      67";"       6";"      59";"      73";"      60";"     255";"      32";"       2";"       4";"     293"
"438";"313200";"2018JJ00";"    10.3";"    12.0";"     9.2";"    10.7";"    2849";"    2812";"      37";"    2615";"    1577";"    1316";"     191";"    1274";"     149";"     183";"      36";"     188";"      41";"      78";"       0";"     569";"     398";"      62";"      59";"       3";"      32";"      77";"     405";"      37";"      62";"      43";"      17";"      81";"       5";"      75";"      86";"      64";"     234";"       1";"       2";"       4";"     240"
